name,type,typeLocal,ref,substitutionGroup,substitutionGroupLocal,abstract,nillable,documentation
IdentificationStatusAdvisoryText,nc:TextType,TextType,,,,False,True,An advisory or special information about the status of an identification.
IdentificationStolenLostIndicator,niem-xs:boolean,boolean,,,,False,True,True if an identification is stolen or lost; false otherwise.
IdentificationTitleText,nc:TextType,TextType,,,,False,True,A title of an identification.
IdentificationUNDistinguishingSignID,niem-xs:string,string,,,,False,True,"A distinguishing sign identifier of the country which issued an identification, according to ISO/IEC 18013-1:2018, Annex F. If not applicable, the value may be left blank or may use an internationally-recognized identifier.."
Identity,nc:IdentityType,IdentityType,,,,False,True,"A set of known aspects, identifiers, and/or characteristics by which a person is defined or recognized."
IdentityAugmentationPoint,,,,,,True,False,An augmentation point for IdentityType.
IdentityCharacteristics,nc:PersonType,PersonType,,,,False,True,A set of person characteristics used as an identification.
IdentityCreationDate,nc:DateType,DateType,,,,False,True,A date an identity is created.
IdentityCreationEventText,nc:TextType,TextType,,,,False,True,An occurrence that leads to the creation of an identity.
IdentityStolenIndicator,niem-xs:boolean,boolean,,,,False,True,True if the identity of the associated person is known to have been used by someone else (not the rightful identity holder) for the purpose of committing fraud; false otherwise.
IdentityTerminationDate,nc:DateType,DateType,,,,False,True,A date an identity is cancelled or terminated.
IdentityTerminationEventText,nc:TextType,TextType,,,,False,True,An occurrence that leads to the termination of an identity.
Image,nc:ImageType,ImageType,,,,False,True,A picture or visual representation of something.
ImageAugmentationPoint,,,,,,True,False,An augmentation point for ImageType.
ImageHeightValue,niem-xs:nonNegativeInteger,nonNegativeInteger,,,,False,True,A height of an image in pixels.
ImageLocation,nc:LocationType,LocationType,,,,False,True,A physical location where an image is stored.
ImageWidthValue,niem-xs:nonNegativeInteger,nonNegativeInteger,,,,False,True,A width of an image in pixels.
Incident,nc:IncidentType,IncidentType,,,,False,True,An occurrence or an event that may require a response.
IncidentAugmentationPoint,,,,,,True,False,An augmentation point for IncidentType.
IncidentDayPeriodText,nc:TextType,TextType,,,,False,True,A general time of day during which an incident occurred.
IncidentEvent,nc:ActivityType,ActivityType,,,,False,True,An action or occurrence associated with an incident.
IncidentJurisdictionalOrganization,nc:OrganizationType,OrganizationType,,,,False,True,An organization or agency who has jurisdiction over an incident.
IncidentObservationText,nc:TextType,TextType,,,,False,True,A remark about something noticed with regards to an incident.
IncidentReportedNarrative,nc:DocumentType,DocumentType,,,,False,True,A document containing an account of the events that transpired in an incident.
IncidentVehicleAssociation,nc:ActivityConveyanceAssociationType,ActivityConveyanceAssociationType,,,,False,True,An association between an incident and a vehicle.
Inclination90PlusMinusValue,nc:Degree90PlusMinusType,Degree90PlusMinusType,,nc:InclinationAbstract,InclinationAbstract,False,True,"An angle of rotation of a thing about its lateral axis, measured in degrees between the longitudinal axis and the horizontal plane; negative values indicate a downward rotation."
Inclination90Value,nc:Degree90Type,Degree90Type,,nc:InclinationAbstract,InclinationAbstract,False,True,An orientation of an object with respect to the horizontal plane.
InclinationAbstract,,,,,,True,False,A data concept for an orientation of an object with respect to the horizontal plane.
InclinationDecimalValue,niem-xs:decimal,decimal,,nc:InclinationAbstract,InclinationAbstract,False,True,An orientation of an object with respect to the horizontal plane.
Injury,nc:InjuryType,InjuryType,,,,False,True,A form of harm or damage sustained by a person.
InjuryAugmentationPoint,,,,,,True,False,An augmentation point for InjuryType.
InjuryCategoryAbstract,,,,,,True,False,A data concept for a kind of bodily harm or injury.
InjuryCategoryText,nc:TextType,TextType,,nc:InjuryCategoryAbstract,InjuryCategoryAbstract,False,True,A kind of bodily harm or injury.
InjuryCauserAbstract,,,,,,True,False,A data concept for a causer of an injury.
InjuryCauserPerson,nc:PersonType,PersonType,,nc:InjuryCauserAbstract,InjuryCauserAbstract,False,True,A person who caused an injury.
InjuryDate,nc:DateType,DateType,,,,False,True,A date on which an injury occurred.
InjuryDescriptionText,nc:TextType,TextType,,,,False,True,A description of an injury.
InjuryLocationAbstract,,,,,,True,False,A data concept for a place on the body of a person where an injury occurred.
InjuryLocationText,nc:TextType,TextType,,nc:InjuryLocationAbstract,InjuryLocationAbstract,False,True,A place on the body of a person where an injury occurred.
InjurySeverityAbstract,,,,,,True,False,A data concept for a severity of an injury received by a person involved into a Traffic Accident.
InjurySeverityText,nc:TextType,TextType,,nc:InjurySeverityAbstract,InjurySeverityAbstract,False,True,A degree of the seriousness or intensity of an injury.
InjurySustainer,nc:PersonType,PersonType,,,,False,True,A person who receives or sustains an injury.
InjuryTreatment,nc:TreatmentType,TreatmentType,,,,False,True,A treatment provided to a person for the care of an injury.
InstantMessengerAugmentationPoint,,,,,,True,False,An augmentation point for InstantMessengerType.
InstantMessengerScreenID,niem-xs:string,string,,,,False,True,An account identifier used to reference a person or organization within an instant messaging system.
InstantMessengerServiceName,nc:TextType,TextType,,,,False,True,A name of an instant messaging service.
Insurance,nc:InsuranceType,InsuranceType,,,,False,True,A coverage by a contract whereby one party agrees to indemnify or guarantee another against loss by a specified contingent event or peril.
InsuranceActiveIndicator,niem-xs:boolean,boolean,,,,False,True,True if an insurance policy is active; false otherwise.
InsuranceAugmentationPoint,,,,,,True,False,An augmentation point for InsuranceType.
InsuranceCancellationDate,nc:DateType,DateType,,,,False,True,A date an insurance policy is voided or revoked.
InsuranceCarrierIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification of a company which underwrites an insurance policy.
InsuranceCarrierName,nc:TextType,TextType,,,,False,True,A name of a company which underwrites an insurance policy.
InsuranceCertifiedDate,nc:DateType,DateType,,,,False,True,A date a person is certified as having the necessary insurance coverage.
InsuranceCoverageCategoryAbstract,,,,,,True,False,A data concept for a kind of insurance coverage.
InsuranceCoverageCategoryText,nc:TextType,TextType,,nc:InsuranceCoverageCategoryAbstract,InsuranceCoverageCategoryAbstract,False,True,A kind of insurance coverage.
InsuranceCoveredItem,nc:ItemType,ItemType,,,,False,True,A property item that is covered by an insurance policy.
InsuranceEffectiveDateRange,nc:DateRangeType,DateRangeType,,,,False,True,A date range during which an insurance policy coverage is in effect.
InsurancePersonalIndicator,niem-xs:boolean,boolean,,,,False,True,True if an insurance coverage is for a personal use; false if it is for commercial or corporate use.
InsurancePolicyHolder,nc:EntityType,EntityType,,,,False,True,An entity which holds an insurance policy for a property item.
InsurancePolicyIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification assigned to an insurance policy by an insurance carrier.
IntangibleItem,nc:IntangibleItemType,IntangibleItemType,,,,False,True,An intellectual property item.
IntangibleItemAugmentationPoint,,,,,,True,False,An augmentation point for IntangibleItemType.
IntangibleItemCategoryAbstract,,,,,,True,False,A data concept for a kind of intangible item.
IntegerRangeAugmentationPoint,,,,,,True,False,An augmentation point for IntegerRangeType.
IntellectualItemBusinessAreaText,nc:TextType,TextType,,,,False,True,A business or functional area in which an intellectual item is useful.
IntellectualProperty,nc:IntellectualPropertyType,IntellectualPropertyType,,,,False,True,A property that results from original thought or creativity.
IntellectualPropertyAugmentationPoint,,,,,,True,False,An augmentation point for IntellectualPropertyType.
IntellectualPropertyCreationDate,nc:DateType,DateType,,,,False,True,A date that a piece of intellectual property came into existence.
IntellectualPropertyCreationEventText,nc:TextType,TextType,,,,False,True,An event that led to the creation of intellectual property.
IntellectualPropertyRegistrationDate,nc:DateType,DateType,,,,False,True,A date when intellectual property rights began for the registered owner.
IntellectualPropertyRegistrationIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification of a piece of intellectual property.
IntellectualPropertyTerminationDate,nc:DateType,DateType,,,,False,True,A date when intellectual property is destroyed and/or property or registration rights cease to exist.
IntellectualPropertyTerminationEventText,nc:TextType,TextType,,,,False,True,An event that led to the destruction of a piece of intellectual property and/or the termination of registration rights.
InternationalTelephoneNumber,nc:InternationalTelephoneNumberType,InternationalTelephoneNumberType,,nc:TelephoneNumberAbstract,TelephoneNumberAbstract,False,True,An international telephone number.
InternationalTelephoneNumberAugmentationPoint,,,,,,True,False,An augmentation point for InternationalTelephoneNumberType.
IPv4AddressID,niem-xs:string,string,,,,False,True,"An identifier assigned to a computer or other device connected to a TCP/IP network, based on version 4 of the Internet Protocol."
IPv6AddressID,niem-xs:string,string,,,,False,True,"An identifier assigned to a computer or other device connected to a TCP/IP network, based on version 6 of the Internet Protocol."
Item,nc:ItemType,ItemType,,,,False,True,An article or thing.
ItemActionText,nc:TextType,TextType,,,,False,True,An action that was taken against a property item.
